Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Included / International,Price / International,Compare At Price / International,Status
tesla-model-3-y-floor-mats,,,,,,,,,3,,Grey/White,,,M3MW,0.0,shopify,4,deny,manual,369.00,,true,false,'710594325341,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_9fa83cbd4ce547df80b15818384a85d5_mv2.jpg?v=1687714422,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_2741bd94723d489a95561883257e62c5_mv2.jpg?v=1687714422,kg,,,,,,,
tesla-model-3-y-floor-mats,,,,,,,,,Y,,Black,,,MYMB,0.0,shopify,4,deny,manual,369.00,,true,false,'710594325372,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_2741bd94723d489a95561883257e62c5_mv2.jpg?v=1687714422,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_7a257f0972694074bb4ecfcc37bcf7ca_mv2.jpg?v=1687714422,kg,,,,,,,
tesla-model-3-y-floor-mats,,,,,,,,,Y,,Grey/White,,,MYMW,0.0,shopify,4,deny,manual,369.00,,true,false,'710594325365,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_1b4b07fde607463492019cf0d50d3b6a_mv2.jpg?v=1687714422,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_2741bd94723d489a95561883257e62c5_mv2.jpg?v=1687714422,kg,,,,,,,
tesla-model-3-y-floor-mats,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_0b51d18f3a244bfbaa6aa279c0178449_mv2.jpg?v=1687714422,5,,,,,,,,,,,,,,,,,,,,,,,,
tesla-model-3-y-floor-mats,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_371e59a69f33420cbce2965644c865ea_mv2.jpg?v=1687714423,6,,,,,,,,,,,,,,,,,,,,,,,,
tesla-model-3-y-floor-mats,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_da31e92f93fa48c39ef76088d3d5dae6_mv2.jpg?v=1687714423,7,,,,,,,,,,,,,,,,,,,,,,,,
tesla-model-3-y-floor-mats,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_2b8b80c60e60438ea89aac4a151f0d12_mv2.jpg?v=1687714423,8,,,,,,,,,,,,,,,,,,,,,,,,
tesla-model-3-y-floor-mats,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_b67e954f8f434418a4136bccafd1f94c_mv2.jpg?v=1687714423,9,,,,,,,,,,,,,,,,,,,,,,,,
wireless-ergonomic-vertical-mouse,Wireless Ergonomic (Vertical) Mouse,"Clevisco's Wireless Ergonomic vertical mouse, Comfortable and classy, Adjustable DPI Sensitivity, 5-button design, compatible with computers, Laptops, PC, and Macs. Comes with Free Batteries (2Pcs).<quillbot-extension-portal></quillbot-extension-portal>",Clevisco,Electronics > Electronics Accessories > Computer Components > Input Devices > Mice & Trackballs,Electronics,"Comfortable Mouse, Ergonomic Accessories, Ergonomic Mouse, Wireless Mouse",true,Title,Default Title,,,,,MOUSE1,0.0,shopify,10,deny,manual,49.00,,true,false,'710594325389,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_0cc8f45c4734450f8575ddc3b1e27570_mv2.jpg?v=1687715195,1,,false,Clevisco Wireless Ergonomic (Vertical) Mouse ,,,,,,,,,,,,,,kg,,,true,true,,,active
wireless-ergonomic-vertical-mouse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_5b5684ddb4f1470987ed9f36bbe62635_mv2.jpg?v=1687715197,2,,,,,,,,,,,,,,,,,,,,,,,,
wireless-ergonomic-vertical-mouse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_b18be40c15894536879fea5f1887fa99_mv2.jpg?v=1687715197,3,,,,,,,,,,,,,,,,,,,,,,,,
wireless-ergonomic-vertical-mouse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_10e67ef38e1c456097d73a89e1ebb4ff_mv2.jpg?v=1687715197,4,,,,,,,,,,,,,,,,,,,,,,,,
wireless-ergonomic-vertical-mouse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_f297bd608da1465992a4bee4d1bc3d61_mv2.jpg?v=1687715197,5,,,,,,,,,,,,,,,,,,,,,,,,
wireless-ergonomic-vertical-mouse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_dd442f55ced94be7b3c437ea2e375a27_mv2.jpg?v=1687715197,6,,,,,,,,,,,,,,,,,,,,,,,,
wireless-ergonomic-vertical-mouse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_cdc13d836a934ad5b36d9c2fb62e4b8d_mv2.jpg?v=1687715197,7,,,,,,,,,,,,,,,,,,,,,,,,
modern-arc-led-lamp-rgb-mutli-colour,Modern Arc LED Lamp (RGB/Mutli-colour),Clevisco's Modern Semi Arc Standing LED Room Lamp (white body)<quillbot-extension-portal></quillbot-extension-portal>,Cleviscoelectronics,Home & Garden > Lighting > Lamps,Electronics,"Home Furniture, Home LED Lamp, Home Lighting, Lamp, Lamp Light, LED Light, RGB Lamp",true,Title,Default Title,,,,,LIGHTARC,0.0,shopify,2,deny,manual,369.00,,true,false,'710594325396,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_b0caff6adf724272ace95d313e616e68_mv2.jpg?v=1687715660,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
modern-arc-led-lamp-rgb-mutli-colour,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_6432bb3e0a184d1a89d128d00c69a2ed_mv2.jpg?v=1687715661,2,,,,,,,,,,,,,,,,,,,,,,,,
modern-arc-led-lamp-rgb-mutli-colour,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_21b875705bce43ee9eb03a75d1389e8c_mv2.jpg?v=1687715662,3,,,,,,,,,,,,,,,,,,,,,,,,
modern-arc-led-lamp-rgb-mutli-colour,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_8ebb5f4e8fc34eea9d0e0cde6b36a9f0_mv2.jpg?v=1687715662,4,,,,,,,,,,,,,,,,,,,,,,,,
modern-arc-led-lamp-rgb-mutli-colour,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_a47edac04dc94ab788b4c1795634ae08_mv2.jpg?v=1687715662,5,,,,,,,,,,,,,,,,,,,,,,,,
modern-arc-led-lamp-rgb-mutli-colour,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_d15d930f038b44168efc094d8ce9422d_mv2.jpg?v=1687715662,6,,,,,,,,,,,,,,,,,,,,,,,,
modern-arc-led-lamp-rgb-mutli-colour,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_d23000b456254b6e881032c244f31684_mv2.jpg?v=1687715662,7,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-gaming-controller,Smartphone Gaming Controller,Clevisco's Bluetooth Gamepad/Game Controller For IS Android Phone Tablet Hand Grip w. Hand Grip (Black)<quillbot-extension-portal></quillbot-extension-portal>,Clevisco,Electronics > Electronics Accessories > Computer Components > Input Devices > Game Controllers,Electronic Accessory,"Controller, Game Controller, Gamepad, Gaming Controller, Mobile Controller, Mobile Gaming Controller, Smartphone Gaming, Smartphone Gaming Controller",true,Title,Default Title,,,,,CONTR,0.0,shopify,3,deny,manual,99.00,,true,false,'710594325402,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_b8a7352a1bdc44259436437bd86c3399_mv2.jpg?v=1687716062,1,,false,Clevisco Smartphone Gaming Controller,,,,,,,,,,,,,,kg,,,true,true,,,active
smartphone-gaming-controller,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_b2d74637e058471fa0c86ad636797bce_mv2.jpg?v=1687716062,2,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-gaming-controller,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_f78f4cf71a124a33a3ce04832124628e_mv2.jpg?v=1687716062,3,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-gaming-controller,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_d664bcaf44ed4f4fada0d48b5f57affc_mv2.jpg?v=1687716062,4,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-gaming-controller,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_529e51ec192842c3b8399d756750bd4e_mv2.jpg?v=1687716062,5,,,,,,,,,,,,,,,,,,,,,,,,
smartphone-gaming-controller,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_76a2fa595fcf42a29629a2afd5470d03_mv2.jpg?v=1687716063,6,,,,,,,,,,,,,,,,,,,,,,,,
ev-charging-dock,EV Charging Dock,Clevisco's Electric Type 2 Charger for Electric vehicles<quillbot-extension-portal></quillbot-extension-portal>,Clevisco,Vehicles & Parts > Vehicle Parts & Accessories,Tesla Accessories,"EV Charger, EV Charging Adapter, EV Charging Dock, EV Type 2 Charger, Tesla Supercharger, Type 2 Charger",true,Power,7 Kw,,,,,EV7,0.0,shopify,1,deny,manual,2499.00,,true,false,"",https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_4764b70d25724f39a6aa0c9d8e261944_mv2.jpg?v=1687717023,1,,false,"Clevisco EV Charging Dock Adapter 7Kw, 11Kw, 22Kw","Clevisco's Electric Type 2 Charger for Electric vehicles. EV Charging Station Dock for EV (Tesla, Lucid, Volkswagen and more.). Tesla Supercharger",,,,,,,,,,,,,kg,,,true,true,,,active
ev-charging-dock,,,,,,,,,11 Kw,,,,,EV11,0.0,shopify,1,deny,manual,2799.00,,true,false,"",https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_3fe1adadaa0e4c768a4a253341b70117_mv2.jpg?v=1687717023,2,,,,,,,,,,,,,,,,,kg,,,,,,,
ev-charging-dock,,,,,,,,,22 Kw,,,,,EV22,0.0,shopify,1,deny,manual,3099.00,,true,false,"",https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_f8e5e3778ba04d999ad5f2d8b16805fa_mv2.jpg?v=1687717023,3,,,,,,,,,,,,,,,,,kg,,,,,,,
ev-charging-dock,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_ffd0a03ad2ad45d7bab77e27e3c27ab3_mv2.jpg?v=1687717023,4,,,,,,,,,,,,,,,,,,,,,,,,
ev-charging-dock,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_c4a8f822a0f349bc84ff34d3da9540d7_mv2.jpg?v=1687717023,5,,,,,,,,,,,,,,,,,,,,,,,,
ev-charging-dock,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_9ae8c0b9ea164ba6ba4441dc195a09ff_mv2.jpg?v=1687717023,6,,,,,,,,,,,,,,,,,,,,,,,,
ev-charging-dock,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/7b3e7f_53006b86290843d1a5853af9fd519a62_mv2.jpg?v=1687717023,7,,,,,,,,,,,,,,,,,,,,,,,,
65w-fast-gan-charger-gallium-nitride,65W Fast GaN Charger (Gallium Nitride),"Clevisco's 65W GaN(Galium Nitride) Charger 3 Port Dual USB Type C and USB A Power Adapter Laptop Wall Charging Plug GaN Power Delivery supported, Compatible with major laptops, all smartphones, tablets, android, IOS, Mac OS, and windows, etc. quick charge 3.0 technology.<quillbot-extension-portal></quillbot-extension-portal>",Clevisco,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,Electronics,"Charging Plug, Fast Charger, Fast Charger Adapter, High Power Adapter, High Wattage Adapter, Laptop Charger, Laptop Charging Adapter, Laptop Charging Plug, Phone Charger, Phone Charging Adapter, Phone Charging Plug, Smartphone Charger, USB Power Adapter, USB-A Power Adapter, USB-C Power Adapter",true,Color,Black,,,,,"",0.0,shopify,3,deny,manual,99.00,,true,false,"",https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_292bc817d26741a094a73f3c8482ea46_mv2.jpg?v=1687722384,1,,false,Clevisco 65Watt Fast GaN Charger (Gallium Nitride),,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_292bc817d26741a094a73f3c8482ea46_mv2.jpg?v=1687722384,kg,,,true,true,,,active
65w-fast-gan-charger-gallium-nitride,,,,,,,,,White,,,,,"",0.0,shopify,3,deny,manual,99.00,,true,false,"",https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_c2815df9efa04842bcd06fa42d0cdad5_mv2.jpg?v=1687722384,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_c2815df9efa04842bcd06fa42d0cdad5_mv2.jpg?v=1687722384,kg,,,,,,,
usb-c-to-usb-c-90-degree-ergonomic-cable,USB-C to USB-C 90 Degree Ergonomic Cable,"Clevisco's 90 Degree USB C to USB C Cable, Right Angle, 1 Meter. Fast Charge, Type C, 90 Degree, Data Sync, Compatible with iPhone, iPad, Android, Samsung, Tablets, Highly Compatible with USB C devices.<quillbot-extension-portal></quillbot-extension-portal>",Clevisco,Electronics > Electronics Accessories,Electronic Accessory,"USB C Cable, USB C Charging Cable, USB Charger Cable, USB Charging Cable, USB-C Charger",true,Title,Default Title,,,,,UC,0.0,shopify,10,deny,manual,99.00,,true,false,'710594325655,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_b74f5d5fe92e4d9386f2f7ccb2cf3335_mv2.jpg?v=1687722932,1,,false,Clevisco USB-C 90 Degree Ergonomic Charging Cable ,,,,,,,,,,,,,,kg,,,true,true,,,active
usb-c-to-usb-c-90-degree-ergonomic-cable,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_797ac8b1ef924a8db33342fe377ed264_mv2.jpg?v=1687722934,2,,,,,,,,,,,,,,,,,,,,,,,,
usb-c-to-usb-c-90-degree-ergonomic-cable,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_d1664cc3dc1a48be808fa53d3a3acdd4_mv2.jpg?v=1687722934,3,,,,,,,,,,,,,,,,,,,,,,,,
usb-c-to-usb-c-90-degree-ergonomic-cable,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_fdc2542f2b614038aa787765392a960a_mv2.jpg?v=1687722934,4,,,,,,,,,,,,,,,,,,,,,,,,
usb-c-to-usb-c-90-degree-ergonomic-cable,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_32923b712d67476685e3f4a1c77b7837_mv2.jpg?v=1687722934,5,,,,,,,,,,,,,,,,,,,,,,,,
tesla-pedal-covers-aluminum-with-silicone-grips,Tesla Pedal Covers Aluminum with Silicone Grips,"Clevisco's Pedal Covers for Tesla Model 3/Y, Car Brake Pedal Cover, Accelerator/Gas Pedal Pad, Non-Slip Foot Pedals<quillbot-extension-portal></quillbot-extension-portal>",Clevisco,Vehicles & Parts > Vehicle Parts & Accessories,Tesla Accessories,"Tesla Pedal Cover, Tesla Pedal Covers, Tesla Pedal Grips",true,Title,Default Title,,,,,TC,0.0,shopify,6,deny,manual,49.00,,true,false,'710594325563,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_415824e70d9642f9a44131851007ffb4_mv2.jpg?v=1687723375,1,,false,Clevisco Tesla Pedal Covers Aluminum with Silicone Grips,,,,,,,,,,,,,,kg,,,true,true,,,active
tesla-pedal-covers-aluminum-with-silicone-grips,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_996ab0aef7f04a78a48c821638355516_mv2.jpg?v=1687723375,2,,,,,,,,,,,,,,,,,,,,,,,,
tesla-pedal-covers-aluminum-with-silicone-grips,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_618d8f5b31634a0495225ad3c1058676_mv2.jpg?v=1687723376,3,,,,,,,,,,,,,,,,,,,,,,,,
tesla-pedal-covers-aluminum-with-silicone-grips,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_6bf42df1c2804681a5e7411afa810e30_mv2.jpg?v=1687723376,4,,,,,,,,,,,,,,,,,,,,,,,,
tesla-pedal-covers-aluminum-with-silicone-grips,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_974a6e0b5c004786870cb61757146a19_mv2.jpg?v=1687723376,5,,,,,,,,,,,,,,,,,,,,,,,,
tesla-pedal-covers-aluminum-with-silicone-grips,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_e6982275306c4664a6a6aefd505ce2d0_mv2.jpg?v=1687723376,6,,,,,,,,,,,,,,,,,,,,,,,,
tesla-cabin-air-filter,Tesla Cabin Air Filter,Clevisco's Dual Hepa+carbon filter for Model 3 &amp; Model Y with air filter replacement kit<quillbot-extension-portal></quillbot-extension-portal>,Clevisco,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts,Tesla Accessories,"Air Filter, Cabin Filter, HEPA Filter, Tesla Air Filter, Tesla Cabin Filter",true,Title,Default Title,,,,,TF,0.0,shopify,5,deny,manual,49.00,,true,false,'710594325570,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_50d0981d5c5b46f5be3eb12c0a315981_mv2.jpg?v=1687723817,1,,false,Clevisco Tesla Cabin Air Filter HEPA Filter,,,,,,,,,,,,,,kg,,,true,true,,,active
tesla-cabin-air-filter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_215974513a8d4451852e567d74e50521_mv2.jpg?v=1687723818,2,,,,,,,,,,,,,,,,,,,,,,,,
tesla-cabin-air-filter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_7d2fbe7014c94c85bf15f95a6e171a7b_mv2.jpg?v=1687723818,3,,,,,,,,,,,,,,,,,,,,,,,,
tesla-cabin-air-filter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_ac8750f44bf6436989c535d4ab82156b_mv2.jpg?v=1687723819,4,,,,,,,,,,,,,,,,,,,,,,,,
tesla-cabin-air-filter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_0108a997a7d54652a30141b09a781049_mv2.jpg?v=1687723819,5,,,,,,,,,,,,,,,,,,,,,,,,
tesla-cabin-air-filter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_aa77620e3d164bc4a08263c30e359828_mv2.jpg?v=1687723819,6,,,,,,,,,,,,,,,,,,,,,,,,
tesla-cabin-air-filter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_fb9ffb46913a4ab9aadd85f67b537bbf_mv2.jpg?v=1687723819,7,,,,,,,,,,,,,,,,,,,,,,,,
wireless-gaming-earbuds-with-charging-case,Wireless Gaming Earbuds with Charging Case,"Clevisco's (Yellow) Gaming Earbuds Wireless Bluetooth 5.2 Earbuds Low-Latency Wireless Headset with RGB Breathing Lights, Dual Mode, Immersive Sound, Long Battery Life, Comfortable Fit, High-Quality sound, Waterproof, Noise Cancelling, Unique Design.<quillbot-extension-portal></quillbot-extension-portal>",Clevisco,Electronics > Audio > Audio Components > Headphones & Headsets,Electronics,"Gaming Earbuds, Gaming Earphones, headphones, Wireless Earbuds, Wireless Earphones, Wireless Headphones",true,Title,Default Title,,,,,HG,0.0,shopify,4,deny,manual,0.00,,true,false,'710594325600,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_07baae451ba14fb0860f70372322dccd_mv2.jpg?v=1687724198,1,,false,Clevisco Wireless Gaming Earbuds with Charging Case,,,,,,,,,,,,,,kg,,69.00,true,true,,,active
wireless-gaming-earbuds-with-charging-case,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_a2f2c8f5303d47878c3cc2e67b1d9d76_mv2.jpg?v=1687724198,2,,,,,,,,,,,,,,,,,,,,,,,,
wireless-gaming-earbuds-with-charging-case,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_f2fbc69edcbd4a85b4f5304327651575_mv2.jpg?v=1687724198,3,,,,,,,,,,,,,,,,,,,,,,,,
wireless-gaming-earbuds-with-charging-case,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_0a14a0e50466492b89580157b05710ac_mv2.jpg?v=1687724198,4,,,,,,,,,,,,,,,,,,,,,,,,
wireless-gaming-earbuds-with-charging-case,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_6b22b89679ff4cd3b0dd993cd8141cfc_mv2.jpg?v=1687724198,5,,,,,,,,,,,,,,,,,,,,,,,,
wireless-gaming-earbuds-with-charging-case,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_1687dc1544a44eef993e9bb078ce48c1_mv2.jpg?v=1687724198,6,,,,,,,,,,,,,,,,,,,,,,,,
rgb-metal-gaming-keyboard-with-led-lighting,RGB Metal Gaming Keyboard with LED Lighting,"Clevisco's Metal Keyboard,104 Keys RGB LED Backlit Keyboard, Anti-ghosting Keys, Fastest Clicky Optical Switches, Ergonomic Design, Light Up USB Wired Keyboard for PC, Mac, &amp; consoles<quillbot-extension-portal></quillbot-extension-portal>",Clevisco,Electronics > Electronics Accessories > Computer Components > Input Devices > Keyboards,Electronic Accessory,"Gaming Keyboard, Gaming Keyboards, Keyboard, LED Keyboard, RGB Keyboard",true,Title,Default Title,,,,,MK,0.0,shopify,3,deny,manual,59.00,,true,false,'710594325617,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_baa32253f44b43afa2c4f05921c69cf4_mv2.jpg?v=1687725724,1,,false,Clevisco RGB Metal Gaming Keyboard with LED Lighting ,,,,,,,,,,,,,,kg,,,true,true,,,active
rgb-metal-gaming-keyboard-with-led-lighting,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_3ebae91d1e664467abfc659b0f9fd44e_mv2.jpg?v=1687725724,2,,,,,,,,,,,,,,,,,,,,,,,,
rgb-metal-gaming-keyboard-with-led-lighting,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_c18a4df228154e728d24a00273dbdfd5_mv2.jpg?v=1687725724,3,,,,,,,,,,,,,,,,,,,,,,,,
rgb-metal-gaming-keyboard-with-led-lighting,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_64c8b0f3823e434d9ad991b04f342c7a_mv2.jpg?v=1687725725,4,,,,,,,,,,,,,,,,,,,,,,,,
rgb-metal-gaming-keyboard-with-led-lighting,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_454d44be8d94444bab13f27d14301948_mv2.jpg?v=1687725725,5,,,,,,,,,,,,,,,,,,,,,,,,
rgb-metal-gaming-keyboard-with-led-lighting,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_74f67dfe6270425d85abe53090cbd663_mv2.jpg?v=1687725725,6,,,,,,,,,,,,,,,,,,,,,,,,
feather-gaming-mouse,Feather Gaming Mouse,"Clevisco's Lightweight Wired RGB Gaming Mouse with 7 Programmable Buttons, Up to 5500 DPI, Ergonomic Form Factor<quillbot-extension-portal></quillbot-extension-portal>",Clevisco,Electronics > Electronics Accessories > Computer Components > Input Devices > Mice & Trackballs,Electronic Accessory,"Gaming Mouse, High DPI Mouse, LED Gaming Mouse, LED Mouse, Light Mouse, RGB Mouse",true,Title,Default Title,,,,,MF,0.0,shopify,5,deny,manual,59.00,,true,false,'710594325624,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_787344ba185f450ebcaa2d8db0705a46_mv2.jpg?v=1687726087,1,,false,Clevisco Feather Gaming Mouse LED RGB Lightweight,,,,,,,,,,,,,,kg,,,true,true,,,active
feather-gaming-mouse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_81010ee6738e4c4f89de1fa9b4dde9c2_mv2.jpg?v=1687726087,2,,,,,,,,,,,,,,,,,,,,,,,,
feather-gaming-mouse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0779/1827/3853/files/d54aea_99dbadc0d3024afbb92b3aa343a83b17_mv2.jpg?v=1687726087,3,,,,,,,,,,,,,,,,,,,,,,,,
